BLD_DESC_RV_MODEL,cluster,emb_x,emb_y,BLD_AGE_GRP,DEMO_EDUCATION,GENERATION_GRP,DEMO_GENDER1,BLD_HOBBY1_GRP,DEMO_INCOME,BLD_LIFESTAGE,DEMO_LOCATION,DEMO_MARITAL,DEMO_EMPLOY,ADMARK_STATE,BLD_CHILDREN,DEMO_EMPTY_NESTER
Wrangler,2,0.285528897,-1.981728005,9,11,2,2,NA,20,5,2,1,3,34,0,1
Wrangler,2,0.480405907,-2.50927936,13,11,4,1,NA,31,6,3,1,5,9,0,1
Wrangler,2,2.26362878,1.044657144,7,11,2,2,NA,14,10,2,3,11,21,0,1
Wrangler,2,0.673177996,-1.160692803,11,13,4,1,NA,26,NA,NA,NA,NA,14,NA,NA
Wrangler,2,1.278709146,0.234347735,8,11,2,1,1,12,10,3,2,5,10,0,1
Wrangler,2,1.912355664,-1.20841795,NA,16,NA,1,7,12,NA,3,1,22,2,0,1
Wrangler,2,2.446031065,1.702276756,9,16,2,1,1,29,5,2,1,1,34,0,1
Wrangler,2,1.042413777,0.387268253,8,11,2,2,NA,20,NA,NA,NA,NA,4,NA,NA
Wrangler,2,1.04101568,-0.147156721,9,11,2,1,NA,16,NA,NA,NA,NA,50,NA,NA
Wrangler,1,-2.991656584,9.054091442,12,15,4,1,1,27,10,2,2,22,36,0,2
Wrangler,2,2.599140118,1.104480053,13,12,4,2,NA,13,NA,NA,NA,NA,9,NA,NA
Wrangler,2,2.289668483,1.435173086,11,13,4,1,NA,24,NA,NA,NA,NA,37,NA,NA
Wrangler,1,-2.947353117,8.936598733,8,16,2,1,NA,13,NA,NA,NA,NA,2,NA,NA
Wrangler,2,-3.581942096,-3.576489544,12,11,4,2,1,15,10,1,2,22,9,0,2
Wrangler,2,1.313639219,-1.880427104,8,11,2,2,1,14,10,2,3,2,16,0,1
Wrangler,2,-3.47623675,-2.795210163,4,14,6,2,3,10,1,2,1,19,42,4,2
Wrangler,2,-3.579540993,-3.761149552,7,11,1,1,NA,29,NA,NA,NA,NA,16,NA,NA
Wrangler,2,2.605690318,1.362778945,11,13,3,1,NA,10,NA,NA,NA,NA,43,NA,NA
Wrangler,2,-3.950101679,-3.438308419,7,15,2,1,3,13,3,1,1,13,12,2,2
Wrangler,2,1.860456784,-1.292206939,6,11,1,2,6,14,4,3,1,3,21,0,2
Wrangler,1,-2.818292171,8.977876626,8,11,2,2,NA,20,NA,NA,NA,NA,24,NA,NA
Wrangler,2,1.434187769,-1.743939909,4,16,1,1,NA,29,NA,NA,NA,NA,47,NA,NA
Wrangler,2,1.239577331,0.571350277,13,13,4,1,NA,24,NA,NA,NA,NA,18,NA,NA
Wrangler,2,2.223798102,1.700717111,7,13,1,2,NA,12,NA,NA,NA,NA,41,NA,NA
Wrangler,2,0.412070814,-2.501579729,8,13,2,1,NA,11,NA,NA,NA,NA,37,NA,NA
Wrangler,2,2.35492737,1.695965322,10,13,3,1,NA,10,NA,NA,NA,NA,21,NA,NA
Wrangler,1,-2.95760093,9.158095136,11,16,3,1,9,26,10,2,2,22,24,0,2
Wrangler,2,-4.050640172,-3.755071818,11,14,3,1,5,14,6,4,1,7,48,0,2
Wrangler,2,2.201507392,0.328436561,6,15,1,1,2,30,9,2,4,3,24,0,2
Wrangler,2,0.432489535,-2.351678923,5,14,1,1,4,11,1,3,1,8,37,2,2
Wrangler,2,-2.900562829,-3.134959113,8,14,2,2,3,16,5,3,1,3,32,0,1
Wrangler,2,-3.096586185,-3.39843933,8,11,2,2,NA,20,NA,NA,NA,NA,37,NA,NA
Wrangler,2,-3.255525731,-3.621702443,12,11,4,1,NA,14,NA,NA,NA,NA,4,NA,NA
Wrangler,2,-4.505195206,-3.294750352,11,15,4,1,NA,12,NA,NA,NA,NA,41,NA,NA
Wrangler,2,-3.315828592,-3.780791234,3,16,6,1,9,11,1,3,1,8,3,2,2
Wrangler,2,0.431233874,-2.237723576,10,15,3,2,1,14,10,3,4,23,20,0,1
Wrangler,2,1.003682327,-0.221290639,3,11,6,2,7,15,8,2,2,23,45,0,2
Bronco,2,0.951525739,0.345149457,7,15,1,1,NA,16,NA,NA,NA,NA,42,NA,NA
Bronco,2,1.793639569,-0.998486764,13,11,4,1,9,20,10,2,3,22,19,0,2
Bronco,2,1.628764406,-1.432487401,8,16,2,1,1,29,5,2,1,3,32,0,1
Mustang Mach-E,2,0.165093992,-0.248332581,8,11,2,1,1,20,5,1,1,3,10,0,2
Mustang Mach-E,2,-3.801322773,-2.49465316,4,14,1,1,1,15,9,2,3,14,22,0,2
Mustang Mach-E,2,0.266717616,0.680146956,11,16,4,1,NA,13,3,1,1,5,4,1,2
Mustang Mach-E,2,1.164252995,1.981732243,13,15,4,2,NA,30,NA,NA,NA,NA,4,NA,NA
Mustang Mach-E,2,-0.071652449,-0.305203602,9,11,2,1,7,30,5,2,1,3,1,0,2
Mustang Mach-E,2,0.806111402,0.651017789,3,15,6,2,1,13,8,2,2,4,9,0,2
Bronco,2,1.80955567,-1.322411446,10,13,2,1,NA,12,NA,NA,NA,NA,31,NA,NA
Mustang Mach-E,2,0.618203943,1.995772291,13,11,5,1,2,14,6,2,1,22,5,0,2
Bronco,2,1.744309734,-0.539134444,13,16,4,1,6,23,10,1,4,5,42,0,1
Mustang Mach-E,2,0.272574295,-1.193427764,6,15,1,2,11,11,7,2,2,3,9,1,2
Mustang Mach-E,2,0.799843563,2.142175324,7,11,1,1,7,16,5,2,1,3,4,0,2
Bronco,2,2.069124067,-1.930262289,9,12,2,2,NA,20,NA,NA,NA,NA,34,NA,NA
Bronco,2,0.896047638,-1.771390195,5,14,1,1,NA,14,NA,NA,NA,NA,42,NA,NA
Mustang Mach-E,2,0.178693778,-1.808960105,5,16,1,1,11,29,1,2,1,23,9,2,2
Bronco,2,-3.918525639,-3.322971345,7,11,2,1,3,28,3,2,1,11,20,2,2
Mustang Mach-E,2,-0.020386807,-0.844754491,9,16,2,1,NA,20,NA,NA,NA,NA,20,NA,NA
Mustang Mach-E,2,0.402164586,1.46220635,6,16,1,1,4,28,1,2,1,3,9,2,2
Mustang Mach-E,2,0.870604032,2.051833625,8,11,2,2,NA,28,NA,NA,NA,NA,21,NA,NA
Bronco,2,0.720367653,-1.43582466,8,11,2,2,NA,20,NA,NA,NA,NA,39,NA,NA
Mustang Mach-E,1,-2.196610658,9.212552041,5,11,1,1,6,20,4,1,1,3,4,0,2
Bronco,2,1.629480856,-0.895149904,8,11,2,1,2,16,5,2,1,12,9,0,2
Bronco,2,0.938342184,0.006200462,10,15,3,1,NA,20,NA,NA,NA,NA,13,NA,NA
Mustang Mach-E,2,0.934553108,1.704060695,6,16,1,1,3,23,4,3,1,5,12,0,1
Mustang Mach-E,2,0.624365807,0.818081733,12,11,4,1,3,20,6,3,1,22,36,0,1
Mustang Mach-E,2,0.3927943,1.285577779,8,11,2,1,3,31,2,2,1,10,1,1,2
Mustang Mach-E,2,0.908084657,1.217774531,8,11,2,2,NA,28,NA,NA,NA,NA,9,NA,NA
Mustang Mach-E,2,0.071964297,0.419087116,10,13,3,1,NA,16,NA,NA,NA,NA,28,NA,NA
Bronco,2,1.469929568,-1.613201629,11,16,4,1,NA,20,NA,NA,NA,NA,36,NA,NA
Bronco,2,1.066134883,-1.593207576,13,15,4,1,NA,20,NA,NA,NA,NA,25,NA,NA
Bronco,2,2.596674503,1.692898744,6,16,1,2,NA,16,NA,NA,NA,NA,9,NA,NA
Mustang Mach-E,2,-0.097174061,-0.213030343,6,13,1,1,6,13,2,2,1,14,43,2,2
Bronco,2,1.397926992,-1.232813574,11,16,3,2,1,13,10,3,3,22,32,0,1
Bronco,2,2.506962954,0.321902547,6,16,1,2,1,15,3,3,1,9,41,1,2
Bronco,2,2.118510782,0.800517921,9,16,2,1,2,29,5,2,1,5,32,0,1
Bronco,2,-3.93751923,-3.702179054,12,14,4,1,NA,27,NA,NA,NA,NA,13,NA,NA
Mustang Mach-E,2,0.523784469,-1.087465122,7,11,1,2,NA,20,5,2,1,11,21,0,2
Mustang Mach-E,2,-0.019526093,-0.600669259,6,12,1,1,NA,28,9,2,2,14,36,0,2
Mustang Mach-E,2,0.561637057,1.533103799,9,13,2,1,1,14,3,3,1,14,46,1,2
Mustang Mach-E,2,-0.052300568,-1.009570632,6,16,1,2,NA,15,NA,NA,NA,NA,37,NA,NA
Bronco,2,-4.213126635,-3.227667803,9,11,2,2,7,13,7,2,3,10,10,1,2
Bronco,2,-4.110337649,-3.291076267,10,11,2,2,NA,10,7,1,3,22,2,1,2
Mustang Mach-E,2,2.66250001,0.233831101,11,13,4,1,11,16,1,2,1,7,9,4,2
Mustang Mach-E,2,0.159119157,1.443125438,5,11,1,1,1,16,4,1,1,23,4,0,2
Mustang Mach-E,2,-0.218899498,-0.988460089,6,15,1,1,7,15,1,2,1,3,22,1,2
Bronco,2,1.211685991,-1.903537485,13,13,4,1,NA,26,NA,NA,NA,NA,37,NA,NA
Bronco,2,1.430842115,-1.611462686,8,15,2,1,NA,11,NA,NA,NA,NA,44,NA,NA
Bronco,2,-3.783029995,-1.429880299,4,11,6,1,1,15,4,2,1,19,29,0,2
Bronco,2,-2.997053249,-2.757977163,8,15,2,2,11,13,5,1,1,12,42,0,2
Mustang Mach-E,2,1.211981864,2.525099835,7,16,1,2,NA,20,3,2,1,12,4,1,2
Mustang Mach-E,2,1.255343148,1.47253719,10,16,2,1,3,15,6,2,1,22,1,0,1
Mustang Mach-E,2,-4.060834047,-2.718328341,6,16,1,1,1,14,2,2,1,14,42,2,2
Bronco,2,1.503029368,-2.207836104,12,12,4,1,7,15,6,3,1,22,36,0,1
Bronco,2,1.392720702,0.698775674,8,11,2,2,3,20,5,2,1,23,34,0,1
Mustang Mach-E,2,-3.632539682,-2.637855794,7,11,1,2,3,29,5,2,1,12,22,0,2
Mustang Mach-E,2,-3.190508063,-2.559866533,5,16,1,2,2,16,2,1,1,12,42,2,2
Mustang Mach-E,2,-0.060184687,0.011023156,9,15,2,1,NA,23,NA,NA,NA,NA,4,NA,NA
Mustang Mach-E,2,-3.438147254,-2.405096344,6,15,1,1,2,16,2,2,1,8,27,2,2
Bronco,1,-2.905934148,9.106966071,9,16,2,2,NA,11,10,2,2,22,21,0,2
Bronco,2,1.913245825,1.304860941,9,13,2,2,NA,27,NA,NA,NA,NA,22,NA,NA
Mustang Mach-E,2,1.212048625,2.445966381,9,16,2,1,NA,11,NA,NA,NA,NA,4,NA,NA
Mustang Mach-E,1,-2.982555264,8.704342251,9,15,2,1,6,14,5,2,1,5,4,0,1
Bronco,2,1.864772367,-1.151289483,6,16,1,1,NA,16,NA,NA,NA,NA,46,NA,NA
Mustang Mach-E,2,0.129124345,0.033216285,10,13,3,1,NA,16,6,2,1,9,4,0,1
Bronco,1,-2.359560679,9.367958263,10,NA,3,NA,NA,NA,10,3,3,22,34,0,1
Bronco,2,1.171692055,-1.523691815,5,16,1,1,7,14,1,2,1,5,32,3,2
Bronco,2,1.975326317,1.505400206,11,14,4,1,NA,15,NA,NA,NA,NA,35,NA,NA
Bronco,2,1.556119566,-1.55017052,5,16,1,1,3,16,4,3,1,1,24,0,2
Mustang Mach-E,2,0.051318998,0.090019806,12,11,4,1,NA,16,NA,NA,NA,NA,20,NA,NA
Mustang Mach-E,2,1.165987025,1.573929934,3,11,6,2,NA,14,NA,NA,NA,NA,4,NA,NA
Mustang Mach-E,2,0.170855287,-0.543332295,6,11,1,1,3,31,4,2,1,23,5,0,2
Mustang Mach-E,2,-3.617734468,-2.684123671,11,11,3,1,1,31,6,2,1,22,16,0,1
Mustang Mach-E,2,-0.103506937,0.315929321,5,16,1,2,1,23,1,2,1,2,4,3,2
Mustang Mach-E,2,1.165210826,2.349381546,7,16,2,2,NA,23,NA,NA,NA,NA,29,NA,NA
Mustang Mach-E,1,-2.935151116,8.926563848,12,11,4,1,1,14,10,2,3,22,32,0,1
Mustang Mach-E,2,0.816537395,2.398965571,6,11,1,2,NA,20,2,2,1,12,21,2,2
Mustang Mach-E,2,0.774991988,1.990927306,6,16,1,1,7,15,2,3,1,3,40,2,2
Bronco,2,1.146704026,-1.418314569,8,11,2,1,2,32,3,2,1,2,32,1,2
Mustang Mach-E,1,-2.179670034,9.427331471,8,15,2,1,2,14,5,1,1,3,4,0,2
Bronco,2,0.640537798,-1.486291669,8,11,2,2,7,14,5,3,1,12,37,0,2
Mustang Mach-E,2,0.085588044,-2.339545062,12,11,4,1,NA,12,NA,NA,NA,NA,41,NA,NA
Mustang Mach-E,2,0.286353055,-0.225626933,12,11,4,1,NA,20,6,3,1,22,2,0,2
Mustang Mach-E,2,1.865230748,1.854747098,13,11,4,2,4,14,10,2,3,22,46,0,2
Mustang Mach-E,2,1.487676789,1.36622281,13,11,4,2,NA,30,6,1,1,22,9,0,1
Bronco,2,0.77420452,-0.466099701,13,16,5,2,3,11,10,3,3,22,37,0,1
Bronco,2,-4.138525294,-3.079774846,4,15,6,2,3,14,2,3,1,1,32,2,2
Mustang Mach-E,2,1.610718512,1.74494721,8,11,2,1,NA,15,NA,NA,NA,NA,10,NA,NA
Mustang Mach-E,1,-2.501601638,9.357697659,8,11,2,2,4,16,5,3,1,10,13,0,1
Bronco,2,1.87366179,1.921556322,6,14,1,1,NA,16,NA,NA,NA,NA,42,NA,NA
Mustang Mach-E,2,-0.08162452,0.320667343,4,11,1,1,1,28,1,2,1,11,46,1,2
Bronco,2,1.224541219,-0.327007599,6,16,1,1,NA,13,NA,NA,NA,NA,42,NA,NA
Mustang Mach-E,2,0.990405626,2.292944731,8,11,2,1,NA,28,NA,NA,NA,NA,9,NA,NA
Mustang Mach-E,2,1.123070104,1.433851276,4,16,1,1,NA,13,NA,NA,NA,NA,42,NA,NA
Mustang Mach-E,2,1.269591247,2.072875586,9,13,2,2,6,16,3,2,1,11,9,1,2
Mustang Mach-E,2,0.62876994,2.169808364,10,11,2,2,NA,31,6,2,1,11,31,0,2
Mustang Mach-E,1,-2.954023315,8.609264715,6,16,1,1,7,11,9,3,2,8,4,0,2
Mustang Mach-E,2,-4.045536387,-2.693387048,8,11,2,1,1,20,5,2,1,2,34,0,2
Bronco,2,1.318627812,-0.251920474,8,15,2,1,NA,28,NA,NA,NA,NA,48,NA,NA
Mustang Mach-E,2,0.140280013,-1.296385955,12,16,4,1,NA,20,NA,NA,NA,NA,18,NA,NA
Mustang Mach-E,2,0.48504325,2.097882478,12,16,4,2,11,15,6,2,1,22,37,0,2
Bronco,2,2.029794107,0.798206367,7,16,2,2,1,14,10,2,2,5,42,0,2
Bronco,2,1.964895311,-1.065508068,8,16,2,1,7,32,2,3,1,11,45,1,2
Bronco,2,2.59807241,1.119274039,11,16,4,1,11,20,6,3,1,22,30,0,1
Bronco,2,1.414965807,-1.490374193,5,14,1,1,7,13,1,2,1,7,43,2,2
Mustang Mach-E,2,0.119669378,-0.695803387,9,16,2,2,1,14,10,4,4,3,45,0,1
Mustang Mach-E,2,-3.341691076,-2.506345064,6,13,1,1,1,13,2,2,1,9,9,1,2
Bronco,2,2.051580702,-1.080313506,7,16,2,1,6,28,3,4,1,2,24,2,2
Bronco,2,1.087331705,0.310254971,11,13,4,2,NA,27,NA,NA,NA,NA,3,NA,NA
Bronco,1,-2.923692046,9.025087313,10,11,3,2,5,12,10,3,3,12,18,0,2
Mustang Mach-E,2,-0.216773682,0.273435313,6,16,1,1,1,28,2,2,1,3,45,1,2
Mustang Mach-E,2,0.715492709,1.980883998,7,16,2,1,6,28,3,2,1,14,37,1,2
Mustang Mach-E,1,-2.309767376,9.380171461,6,16,1,1,9,15,9,1,2,3,7,0,2
Mustang Mach-E,2,0.683985354,0.535063212,8,16,2,2,NA,16,NA,NA,NA,NA,32,NA,NA
Mustang Mach-E,2,0.222935487,0.418828112,10,16,3,1,NA,15,NA,NA,NA,NA,18,NA,NA
Bronco,2,1.288215832,2.006347659,12,11,4,1,11,15,6,3,1,2,32,0,1
Bronco,2,1.127350388,-1.806213239,9,11,2,1,4,32,5,2,1,12,5,0,1
Bronco,2,0.86453097,-0.351580117,8,13,2,1,6,12,10,1,4,4,31,0,2
Mustang Mach-E,2,0.21492156,0.799412597,8,11,2,1,1,29,2,2,1,10,27,2,2
Mustang Mach-E,2,0.506598981,0.681253744,13,15,4,1,7,13,6,3,1,22,39,0,1
Mustang Mach-E,2,0.126859542,0.521797862,9,16,2,1,1,28,3,2,1,5,32,1,2
Mustang Mach-E,2,-3.566500876,-2.237107914,13,11,4,1,NA,16,NA,NA,NA,NA,5,NA,NA
Bronco,2,1.078419126,-0.717543686,11,15,3,1,4,13,6,4,1,5,41,0,1
Bronco,2,-3.770898637,-3.591274711,8,13,2,1,NA,29,NA,NA,NA,NA,4,NA,NA
Mustang Mach-E,2,0.293752015,0.169086298,10,11,3,1,NA,20,NA,NA,NA,NA,4,NA,NA
Bronco,2,1.526629948,0.35381074,10,15,2,2,7,14,6,3,1,3,4,0,1
Mustang Mach-E,2,-3.322495121,-2.280056072,7,11,1,1,3,20,2,2,1,14,43,3,2
Mustang Mach-E,2,0.057604055,0.110113153,6,14,1,1,NA,28,NA,NA,NA,NA,46,NA,NA
Bronco,1,-3.045783426,8.944985129,9,13,2,1,7,10,5,4,1,22,9,0,2
Mustang Mach-E,1,-2.814797448,8.92515774,13,16,5,1,5,14,6,3,1,22,4,0,1
Mustang Mach-E,2,-3.573230601,-2.178970215,12,11,4,2,7,29,6,2,1,22,30,0,1
Mustang Mach-E,2,-0.083810257,-0.433002552,9,11,2,2,11,20,5,2,1,23,38,0,1
Bronco,2,2.670467718,1.532960439,5,15,1,1,1,10,2,2,1,7,43,3,2
Mustang Mach-E,2,-3.79693277,-1.479610316,6,16,1,1,1,16,9,1,4,12,50,0,2
Mustang Mach-E,2,1.795555423,1.871647086,8,15,2,1,9,16,10,1,3,8,12,0,1
Mustang Mach-E,2,-0.282940242,0.450916093,7,11,1,1,4,28,3,1,1,14,19,1,2
Bronco,1,-2.526648808,9.349877716,13,13,5,1,3,11,10,3,3,22,2,0,1
Mustang Mach-E,2,-4.06630935,-2.515211578,12,15,4,1,NA,11,NA,NA,NA,NA,34,NA,NA
Bronco,2,2.145381493,1.333764203,11,13,3,1,NA,15,NA,NA,NA,NA,42,NA,NA
Mustang Mach-E,2,-3.690788185,-2.175844699,6,15,1,1,NA,16,NA,NA,NA,NA,47,NA,NA
Mustang Mach-E,2,2.38274726,-0.389346913,2,16,6,1,NA,26,NA,NA,NA,NA,10,NA,NA
Mustang Mach-E,2,-3.654850263,-2.3654831,6,16,1,1,3,15,9,1,3,8,2,0,2
Bronco,2,2.010070511,-0.302613536,9,13,2,1,1,28,5,3,1,7,36,0,1
Bronco,1,-3.105502046,9.145896538,10,13,3,1,NA,20,6,4,1,22,48,0,1
Mustang Mach-E,2,-0.026567234,-1.066859215,12,11,4,1,11,16,6,2,1,22,21,0,2
Mustang Mach-E,2,0.232603748,0.479983423,12,11,4,2,6,13,6,1,1,22,34,0,2
Mustang Mach-E,2,-3.308547213,-2.499563478,NA,11,NA,1,NA,23,NA,NA,NA,NA,9,NA,NA
Mustang Mach-E,2,-3.775713686,-2.571055183,9,16,2,2,11,30,5,2,1,23,19,0,2
Mustang Mach-E,2,0.639803321,1.920280166,9,16,2,1,NA,28,NA,NA,NA,NA,4,NA,NA
Bronco,2,2.396384124,0.303411984,9,14,2,1,3,14,5,3,1,16,41,0,2
Mustang Mach-E,2,-3.518425166,-2.299210278,10,16,2,2,5,20,6,4,1,23,44,0,1
Bronco,2,-2.882673421,-2.679020176,9,11,2,2,2,16,5,4,1,12,15,0,2
Mustang Mach-E,2,2.096619387,1.843080231,5,13,1,1,1,11,1,1,1,23,22,3,2
Mustang Mach-E,2,0.674458345,0.927254224,10,11,2,2,2,13,10,1,3,22,48,0,2
Bronco,2,-3.21898796,-3.295826651,6,15,1,1,4,27,9,2,2,15,46,0,2
Mustang Mach-E,1,-3.047056103,8.651791398,7,16,2,1,1,30,2,2,1,2,4,1,2
Mustang Mach-E,1,-2.189854419,9.284261122,6,11,1,2,6,31,2,3,1,12,4,1,2
Mustang Mach-E,2,0.322089843,1.118438069,5,11,1,1,1,29,4,2,1,14,4,0,2
Bronco,2,0.922997967,-0.742089859,10,13,3,1,6,27,6,3,1,22,2,0,2
Mustang Mach-E,2,-3.241596716,-2.388792844,9,13,2,1,1,28,5,2,1,11,34,0,1
Mustang Mach-E,2,1.143494719,2.200643994,12,13,4,1,2,27,10,4,3,22,42,0,1
Mustang Mach-E,2,0.131205881,0.281052094,7,16,2,3,NA,16,NA,NA,NA,NA,10,NA,NA
Mustang Mach-E,2,1.102844823,2.292140947,10,11,3,1,NA,16,NA,NA,NA,NA,9,NA,NA
Mustang Mach-E,2,0.964877527,2.369743229,13,11,4,1,11,20,6,2,1,22,21,0,1
Bronco,2,2.022687664,1.005999708,7,15,1,2,7,16,5,3,1,3,34,0,1
Mustang Mach-E,1,-2.968168213,8.82110336,6,16,1,1,6,15,4,3,1,6,4,0,2
Bronco,2,1.937139994,-0.646846328,6,16,1,1,7,28,2,2,1,3,36,1,2
Bronco,2,1.164400315,0.346620444,4,13,1,1,NA,14,NA,NA,NA,NA,21,NA,NA
Mustang Mach-E,2,-0.021296163,0.785673459,5,16,1,2,1,29,1,2,1,4,42,2,2
Mustang Mach-E,2,0.16969173,0.731288561,9,11,2,2,3,13,5,1,1,10,10,0,1
Bronco,2,1.064122223,-1.984914193,10,11,3,1,3,16,6,3,1,22,37,0,1
Bronco,2,1.999346597,-1.060290468,9,16,2,2,6,29,5,2,1,3,9,0,1
Mustang Mach-E,2,-3.721751751,-2.168024388,9,16,2,1,6,16,5,2,1,11,4,0,1
Mustang Mach-E,2,0.023577555,0.978244267,12,11,4,1,3,16,6,2,1,22,9,0,1
Mustang Mach-E,1,-2.996351189,8.69233995,9,16,2,1,7,28,5,2,1,3,45,0,2
Bronco,2,1.38825468,1.050714817,7,11,1,2,NA,29,NA,NA,NA,NA,31,NA,NA
Bronco,2,2.926631222,1.206773078,12,16,4,1,11,27,6,3,1,22,42,0,1
Bronco,2,-3.884669364,-3.706577547,5,16,1,1,7,29,4,3,1,11,25,0,2
Mustang Mach-E,2,0.673879037,0.328820559,5,15,1,2,NA,11,NA,NA,NA,NA,9,NA,NA
Mustang Mach-E,2,0.502937436,1.695393912,5,11,1,2,3,12,9,1,4,10,2,0,2
Mustang Mach-E,2,-0.039888245,-0.299701576,9,11,2,1,1,16,5,2,1,11,10,0,2
Bronco,2,2.642679645,1.512341582,11,16,4,2,NA,27,NA,NA,NA,NA,31,NA,NA
Bronco,2,-2.771309705,-3.428191651,9,14,2,1,7,28,5,3,1,22,16,0,1
Mustang Mach-E,2,0.797180332,2.210943741,11,15,4,1,NA,16,NA,NA,NA,NA,4,NA,NA
Mustang Mach-E,2,-0.15283654,0.516799346,5,16,1,2,3,23,4,2,1,20,11,0,2
Mustang Mach-E,2,0.386383635,0.576543651,8,11,2,2,1,28,3,2,1,12,4,1,2
Mustang Mach-E,2,-3.53564092,-2.168068715,5,16,1,1,3,32,4,2,1,2,45,0,2
Bronco,2,0.916256852,-0.792343,11,14,3,1,NA,13,NA,NA,NA,NA,48,NA,NA
Bronco,2,1.899257851,-1.312882819,6,11,1,1,7,15,9,3,4,8,18,0,2
Mustang Mach-E,1,-3.219602403,8.541499243,6,16,1,1,9,16,7,2,3,3,4,2,2
Mustang Mach-E,2,1.123394951,2.377527332,9,15,2,1,NA,28,NA,NA,NA,NA,42,NA,NA
Mustang Mach-E,2,0.747604606,1.908226314,12,11,4,1,NA,12,NA,NA,NA,NA,12,NA,NA
Mustang Mach-E,2,-0.006941615,-0.450985052,6,15,1,1,6,28,9,1,4,2,12,0,2
Mustang Mach-E,2,-3.405015576,-2.310833605,9,11,2,2,NA,20,NA,NA,NA,NA,22,NA,NA
Mustang Mach-E,2,0.263562784,0.551349861,NA,NA,NA,NA,4,NA,3,3,1,11,37,1,2
Mustang Mach-E,2,-3.632741921,-2.369173988,12,15,4,2,NA,20,10,2,3,22,29,0,1
Bronco,2,-3.461264103,-3.441040517,NA,NA,NA,NA,4,NA,NA,3,1,18,13,0,1
Bronco,2,1.240515959,-1.571219406,7,13,2,2,4,16,7,2,4,8,19,1,2
Mustang Mach-E,2,-0.170218836,-1.194324034,13,11,5,1,2,23,3,1,1,5,1,1,2
Mustang Mach-E,2,0.492161497,1.428557338,12,11,4,1,NA,20,NA,NA,NA,NA,51,NA,NA
Mustang Mach-E,2,0.358160659,0.457153587,7,11,1,1,1,20,2,2,1,14,21,2,2
Mustang Mach-E,2,0.917333877,1.337226406,7,16,2,1,NA,14,NA,NA,NA,NA,34,NA,NA
Mustang Mach-E,2,1.402074589,2.103402792,5,15,1,2,1,14,4,3,1,14,34,0,2
Mustang Mach-E,2,0.451353856,1.623373178,6,11,1,1,2,32,2,2,1,23,21,3,2
Mustang Mach-E,2,-4.194414754,-2.626695571,9,16,2,2,NA,12,NA,NA,NA,NA,42,NA,NA
Mustang Mach-E,2,0.427505723,0.42052291,12,11,4,2,NA,20,6,2,1,22,32,0,1
Bronco,2,2.704617167,1.371320867,13,11,4,1,3,28,6,2,1,1,42,0,1
Mustang Mach-E,2,0.32588782,-0.234056212,10,16,2,1,NA,16,NA,NA,NA,NA,4,NA,NA
Mustang Mach-E,2,1.938119174,1.66857457,13,15,4,1,6,14,6,1,1,17,4,0,2
Bronco,2,1.050276904,-1.335893688,8,13,2,1,4,15,5,2,1,17,37,0,2
Mustang Mach-E,2,-3.655678849,-2.185972289,6,16,1,1,3,14,4,4,1,14,37,0,2
Bronco,2,1.57852492,-1.301746102,10,14,3,2,NA,15,NA,NA,NA,NA,5,NA,NA
Bronco,2,0.461088527,-1.73093495,9,16,2,1,NA,33,NA,NA,NA,NA,45,NA,NA
Bronco,2,1.765791375,-1.39090517,9,11,2,1,NA,20,NA,NA,NA,NA,29,NA,NA
Mustang Mach-E,2,0.767740899,1.593750812,9,16,2,1,NA,20,NA,NA,NA,NA,9,NA,NA
Mustang Mach-E,2,0.14909406,1.134552276,11,11,4,1,1,23,6,2,1,11,4,0,1
Mustang Mach-E,2,0.520309539,0.212444682,5,11,1,1,6,16,4,2,1,10,34,0,2
Mustang Mach-E,2,0.536993848,1.294735411,9,11,2,1,9,32,5,3,1,5,20,0,1
Mustang Mach-E,2,-3.808874655,-1.389720179,7,16,2,2,1,28,2,2,1,5,42,2,2
Bronco,2,1.429624739,-0.630072767,4,15,6,1,3,11,4,3,1,18,12,0,2
Bronco,2,2.139544403,0.954398696,12,11,4,1,9,23,6,2,1,11,9,0,1
Mustang Mach-E,2,1.254216098,1.94946034,6,16,1,1,3,16,4,3,1,13,42,0,2
Mustang Mach-E,2,1.070978785,2.252066129,11,11,4,2,6,10,6,1,1,5,42,0,1
Bronco,2,1.741507732,-0.807090848,7,12,1,1,NA,16,NA,NA,NA,NA,37,NA,NA
Bronco,2,0.650897926,-2.297971325,10,14,2,1,9,28,10,3,3,22,30,0,1
Bronco,2,0.786535319,-0.879709096,11,11,4,1,7,12,6,3,1,22,26,0,1
Mustang Mach-E,2,-3.602362581,-2.105485768,4,11,1,1,9,23,9,3,2,12,47,0,2
Bronco,2,-3.553981747,-3.287589295,11,13,4,1,NA,13,NA,NA,NA,NA,3,NA,NA
Bronco,2,0.306263863,-2.501160792,10,1,3,1,3,31,6,4,1,2,10,0,1
Mustang Mach-E,2,1.200541102,2.036908076,7,11,1,2,11,16,2,2,1,11,46,1,2
Bronco,2,0.804913808,-0.829470366,11,13,4,1,NA,25,NA,NA,NA,NA,16,NA,NA
Bronco,2,-2.547143651,-3.078956592,6,14,1,2,NA,11,3,4,1,23,47,1,2
Mustang Mach-E,2,1.130067229,1.205136761,7,13,1,1,NA,15,7,1,2,23,8,1,2
