BLD_DESC_RV_MODEL,cluster,emb_x,emb_y,BLD_AGE_GRP,DEMO_EDUCATION,GENERATION_GRP,DEMO_GENDER1,BLD_HOBBY1_GRP,DEMO_INCOME,BLD_LIFESTAGE,DEMO_LOCATION,DEMO_MARITAL,DEMO_EMPLOY,ADMARK_STATE,BLD_CHILDREN,DEMO_EMPTY_NESTER
R1S,2,-1.248375365,-0.587740725,7,11,1,1,7,31,2,2,1,2,43,3,2
Model Y,2,-2.200708636,-0.129628805,13,11,5,1,NA,13,NA,NA,NA,NA,10,NA,NA
Model Y,2,-1.954970823,0.456475267,5,16,1,2,2,16,1,1,1,5,32,2,2
Model Y,2,-1.82300653,-0.782262895,4,16,1,2,NA,15,NA,NA,NA,NA,10,NA,NA
R1S,2,-0.939802983,-0.23059368,4,16,1,1,NA,16,4,2,1,12,9,0,2
Model Y,2,-1.744527125,-0.165052138,12,11,4,1,2,16,6,2,1,22,34,0,1
Model Y,2,-2.032331947,0.01955711,6,16,1,1,6,14,3,2,1,2,34,3,2
R1S,2,-1.18256777,-0.487211342,7,11,2,1,NA,23,NA,NA,NA,NA,9,NA,NA
R1S,2,-1.119413915,-0.434583144,7,15,2,1,11,16,2,1,1,3,2,2,2
Model Y,2,-2.929261192,-1.178331939,NA,11,NA,1,11,16,NA,2,1,22,9,0,2
R1S,1,-2.554539155,9.243547817,6,11,1,1,1,33,1,1,1,10,43,1,2
R1S,2,-1.271094963,-0.466930775,11,16,3,1,1,16,6,3,1,22,21,0,1
Model Y,2,-1.967016325,0.43768544,8,16,2,1,NA,30,NA,NA,NA,NA,9,NA,NA
R1S,2,-4.227531597,-2.454761564,9,11,2,1,3,31,3,2,1,12,21,2,2
Model Y,2,-1.93455471,-0.339395275,7,16,1,2,NA,16,NA,NA,NA,NA,13,NA,NA
Model Y,2,-2.115813227,-0.029059681,11,11,4,2,7,11,6,3,1,22,38,0,1
R1S,2,-1.172875718,-0.590978783,4,11,1,2,1,30,1,2,1,23,9,3,2
R1S,2,-1.141692244,-0.522365941,7,16,2,1,NA,20,2,2,1,14,34,2,2
Model Y,1,-2.264890673,9.294760789,13,11,4,1,7,16,6,2,1,22,9,0,2
Model Y,2,-1.83173311,0.581585511,6,16,1,2,NA,15,NA,NA,NA,NA,9,NA,NA
R1S,2,-1.282708929,-0.373177672,11,13,3,1,3,20,6,2,1,5,48,0,1
Model Y,2,-2.991971265,-1.193937387,4,15,6,2,NA,24,NA,NA,NA,NA,21,NA,NA
Model Y,2,-3.657140292,-1.352751309,6,11,1,1,2,30,1,3,1,3,20,4,2
Model Y,2,-2.008411822,0.434563546,13,14,4,1,9,15,10,2,4,22,9,0,1
Model Y,2,-1.714683388,0.679318816,8,16,2,1,1,16,3,1,1,14,2,1,2
Model Y,2,-3.11404164,-1.514375986,8,11,2,1,3,15,5,3,1,3,39,0,2
R1S,2,-4.338620481,-2.829767599,7,11,2,1,3,29,2,2,1,3,45,3,2
Model Y,2,-1.932132655,-0.136186186,8,16,2,1,1,16,5,2,1,14,5,0,1
R1S,2,-3.041628481,-2.706825718,5,16,1,1,11,23,4,2,1,5,42,0,2
Model Y,2,-1.9295816,0.396084443,9,16,2,1,NA,30,NA,NA,NA,NA,26,NA,NA
Model Y,2,-2.788435016,-1.163639615,8,11,2,1,3,29,10,1,3,12,9,0,2
Model Y,2,-1.698070874,-0.549253701,7,11,1,2,NA,29,NA,NA,NA,NA,5,NA,NA
Model Y,2,-2.007438831,0.381692028,11,16,4,1,2,14,6,3,1,2,10,0,1
Defender 110,2,1.353914079,-2.600177229,9,16,2,2,NA,33,NA,NA,NA,NA,29,NA,NA
Model Y,2,-2.894420462,-0.896884833,5,16,1,1,6,14,1,2,1,5,33,4,2
R1S,2,-1.16900141,-0.300851412,6,11,1,1,6,32,2,1,1,2,9,1,2
Model Y,2,-2.915771276,-0.980849797,8,15,2,1,NA,14,10,2,2,7,1,0,1
Model Y,1,-2.19386272,9.149732871,12,11,4,1,3,29,6,1,1,22,9,0,1
Model Y,2,-2.015747901,0.331206648,4,16,1,1,1,28,4,3,1,14,20,0,2
Model Y,2,-1.997393081,0.560155701,13,11,4,2,1,15,6,2,1,10,32,0,1
R1S,2,-1.211331525,-0.423646554,6,11,1,2,7,23,3,2,1,23,9,2,2
Model Y,2,-2.752792599,-1.077853885,7,12,1,2,NA,20,NA,NA,NA,NA,10,NA,NA
Model Y,2,-1.989474005,0.459535097,9,16,2,1,3,14,5,2,1,2,13,0,1
Model Y,2,-2.027257226,0.331531645,7,11,2,1,2,16,1,2,1,2,34,4,2
R1S,2,-1.263491858,-0.395466358,10,16,3,1,3,15,6,2,1,23,45,0,1
Model Y,2,-2.930091774,-1.100753728,11,16,4,1,NA,16,NA,NA,NA,NA,20,NA,NA
Model Y,2,-2.858382481,-1.460190418,9,16,2,2,3,14,10,2,4,3,10,0,1
Land Cruiser Hybrid,2,2.932355936,-0.526098011,10,13,3,2,NA,29,NA,NA,NA,NA,9,NA,NA
Wrangler,2,-0.0261061,-2.235398771,12,15,4,1,NA,15,NA,NA,NA,NA,9,NA,NA
Wrangler,1,-2.725404114,9.359213886,8,13,2,1,7,25,5,3,1,18,34,0,2
Wrangler,2,0.006058394,-2.215559312,6,15,1,1,NA,11,NA,NA,NA,NA,8,NA,NA
Wrangler,2,0.063782734,-1.842494768,8,16,2,2,5,31,5,4,1,22,48,0,2
Wrangler,2,0.142819088,-2.083686765,11,14,3,1,NA,16,NA,NA,NA,NA,42,NA,NA
Wrangler,2,0.577343704,-2.106400779,11,11,3,2,NA,13,10,3,3,5,19,0,2
Wrangler,2,0.001993449,-2.136939835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA
Wrangler,2,-0.080990935,-2.306544761,5,11,1,1,3,13,4,3,1,10,42,0,2
